keyword,title,price,rating,reviews,platform,position,delivery,discount,brand,visibility_score,price_range
gaming laptop,Alienware Area-51 Gaming Laptop,2979.99,4.5,458.0,Dell,30,Free delivery,,Alienware,0.03333333333333333,Budget
gaming laptop,Chheart Gaming Laptop,338.88,3.0,4.0,Walmart - Chheart Direct,31,Free delivery by Tue,,Chheart,0.03225806451612903,Budget
gaming laptop,"Acer Nitro V 16"" Wuxga 165Hz Gaming Laptop",1549.99,4.5,13.0,Best Buy,32,Free delivery,,Acer,0.03125,Budget
gaming laptop,"Asus Republic Of Gamers Flow Z13 13.4"" Gaming Laptop",3649.99,5.0,2.0,B&H Photo-Video-Audio,33,Free delivery by Tue,,Asus,0.030303030303030304,Budget
gaming laptop,Msi Cyborg 15 Gaming Laptop,1399.99,,,Altex Electronics,34,Unknown,,Msi,0.029411764705882353,Budget
gaming laptop,New Asus Rog Strix G16 G614Fm Ryzen 9 9955Hx 2.5Ghz 16Gb Ram 1Tb Ssd Rtx 5060,1599.0,4.3,93.0,Walmart - Value Tech,35,Free delivery,,New,0.02857142857142857,Budget
gaming laptop,"Acer Nitro V 15.6"" Gaming Laptop",1099.0,5.0,3.0,Best Buy,36,Unknown,,Acer,0.027777777777777776,Budget
gaming laptop,Dell Alienware Ac16250 Gaming Laptop,1899.99,4.3,886.0,Dell,37,Free delivery by Thu,,Dell,0.02702702702702703,Budget
gaming laptop,"Acer Nitro V 16"" Wuxga Ips Gaming Laptop",1549.99,4.0,1.0,Target,38,Free delivery,,Acer,0.02631578947368421,Budget
gaming laptop,Acer Nitro V Gaming Laptop,999.0,3.4,113.0,Walmart - Better-Buy,39,Free delivery,,Acer,0.02564102564102564,Budget
gaming laptop,"Asus Rog Strix G18 18"" 2.5K 240Hz Gaming Laptop",3299.99,4.4,322.0,Best Buy,40,Free delivery by Sun,,Asus,0.025,Budget
wireless earbuds,Jlab Go Air Pop True Wireless Earbuds,19.99,4.3,32000.0,Best Buy,1,Free delivery on $35+,,Jlab,1.0,Budget
wireless earbuds,Apple Airpods Pro 3,189.99,4.7,21000.0,Target,2,Free delivery by Thu,,Apple,0.5,Budget
wireless earbuds,Jbl Vibe Buds True Wireless Earbuds,24.95,4.1,1200.0,Walmart - Jbl Official Store,3,Free delivery,,Jbl,0.3333333333333333,Budget
wireless earbuds,Soundcore Liberty 5 By Anker Noise Cancelling Wireless Earbuds,89.98,4.7,1200.0,Soundcore Us,4,Free delivery,,Soundcore,0.25,Budget
wireless earbuds,Bose Quietcomfort Earbuds,149.0,4.2,4800.0,Lenovo,5,Free delivery,,Bose,0.2,Budget
wireless earbuds,Sony Wf-C510 Truly Wireless Earbuds,48.0,4.7,4500.0,Best Buy,6,Unknown,,Sony,0.16666666666666666,Budget
wireless earbuds,Beats Powerbeats Pro 2 Wireless Earbuds,199.95,4.2,4200.0,B&H Photo-Video-Audio,7,Free delivery by Tue,,Beats,0.14285714285714285,Budget
wireless earbuds,Jlab Go Air Pop True Wireless Earbuds,24.99,4.5,7900.0,Jlab,8,Unknown,,Jlab,0.125,Budget
wireless earbuds,Qcy Melobuds A30 Wireless Earbuds 60Db Adaptive Ai Scene Anc 8-Mic 3-Device Connect Bluetooth,32.99,4.5,35.0,Qcy,9,Free delivery,,Qcy,0.1111111111111111,Budget
wireless earbuds,Sennheiser Accentum True Wireless Earbuds,219.95,4.3,94.0,Sennheiser Consumer Audio Us,10,Free delivery by Wed,,Sennheiser,0.1,Budget
wireless earbuds,Google Pixel Buds 2A Wireless Earbuds,99.0,4.6,698.0,Best Buy,11,Free delivery by Sun,,Google,0.09090909090909091,Budget
wireless earbuds,Jbl Vibe Flex 2,39.88,3.8,446.0,Walmart,12,Free next-day delivery,,Jbl,0.08333333333333333,Budget
wireless earbuds,Airpods 4 Apple,99.0,4.5,55000.0,Northern Arizona University Bookstore,13,Unknown,,Airpods,0.07692307692307693,Budget
wireless earbuds,Bowers & Wilkins Pi8 True Wireless Earbuds,499.0,4.6,2300.0,Sweetwater,14,Free delivery by Wed,,Bowers,0.07142857142857142,Budget
wireless earbuds,Skullcandy Dime Evo Wireless Earbuds,34.99,4.4,421.0,Best Buy,15,Unknown,,Skullcandy,0.06666666666666667,Budget
wireless earbuds,Beats Powerbeats Fit Wireless Earbuds,169.99,4.3,605.0,Target,16,Free delivery by Thu,,Beats,0.0625,Budget
wireless earbuds,Oneplus Buds 3 Pro,179.99,4.8,769.0,Oneplus Official Store,17,Free delivery,,Oneplus,0.058823529411764705,Budget
wireless earbuds,Jlab Go Pop Anc True Wireless Earbuds,19.99,4.4,5500.0,Lenovo,18,Free delivery,,Jlab,0.05555555555555555,Budget
wireless earbuds,Probuds V2 True Wireless Bluetooth Earbuds,19.98,4.7,2200.0,Walmart,19,Next-day delivery $7,,Probuds,0.05263157894736842,Budget
wireless earbuds,Ilive Truly Wireless Earbuds,19.99,4.3,5700.0,Dick'S Sporting Goods,20,Unknown,,Ilive,0.05,Budget
wireless earbuds,Jbl Vibe Buds 2 True Wireless Noise Cancelling Earbuds,29.95,3.9,508.0,Best Buy,21,Free delivery on $35+,,Jbl,0.047619047619047616,Budget
wireless earbuds,Soundcore P31I Wireless Earbuds,49.99,4.8,1400.0,Soundcore Na,22,Free delivery,,Soundcore,0.045454545454545456,Budget
wireless earbuds,Raycon The Fitness True Wireless Bluetooth Earbuds With Microphone And Charging Case,95.98,4.4,58000.0,Raycon,23,Free delivery,,Raycon,0.043478260869565216,Budget
wireless earbuds,Bose Quietcomfort Ultra Wireless Noise Cancelling Earbuds,249.0,4.5,2500.0,Sweetwater,24,Free delivery by Wed,,Bose,0.041666666666666664,Budget
wireless earbuds,Visound Air Ultra-Light Earbuds,59.0,4.9,134.0,Vionb,25,Free delivery,,Visound,0.04,Budget
wireless earbuds,Samsung Galaxy Buds3 Fe,116.99,4.4,23000.0,Best Buy,26,Unknown,,Samsung,0.038461538461538464,Budget
wireless earbuds,Heyday True Wireless Bluetooth Sweat Resistant Earbuds,18.0,3.1,243.0,Target,27,Free delivery on $35+,,Heyday,0.037037037037037035,Budget
wireless earbuds,Creative Zen Air Plus Wireless Earphones,34.99,3.6,105.0,Lenovo,28,Free delivery,,Creative,0.03571428571428571,Budget
wireless earbuds,Sentry True Wireless Earbuds,24.99,3.3,14.0,Boscov'S,29,Unknown,,Sentry,0.034482758620689655,Budget
wireless earbuds,Jlab Go Pods Anc True Wireless Earbuds,24.99,4.6,2300.0,Jlab,30,Free delivery by Wed,,Jlab,0.03333333333333333,Budget
wireless earbuds,Skullcandy Dime 3 True Wireless Earbuds,24.99,4.2,6600.0,Best Buy,31,Free delivery on $35+,,Skullcandy,0.03225806451612903,Budget
wireless earbuds,Rca Wave-66 True Wireless Earbuds,29.99,3.5,4.0,Macy'S,32,Unknown,,Rca,0.03125,Budget
wireless earbuds,Sennheiser Momentum True Wireless 4 Earbuds,217.95,4.4,3000.0,B&H Photo-Video-Audio,33,Free delivery by Tue,,Sennheiser,0.030303030303030304,Budget
wireless earbuds,Cambridge Audio Melomania A100 True Wireless Earbuds,99.0,4.5,378.0,Sweetwater,34,Free delivery by Wed,,Cambridge,0.029411764705882353,Budget
wireless earbuds,Soundcore By Anker Liberty 4 Nc Wireless Earbuds,79.99,4.7,6600.0,Soundcore Us,35,Free delivery,,Soundcore,0.02857142857142857,Budget
wireless earbuds,Earfun Clip 2 Wireless Earbuds,79.99,4.8,77.0,Earfun,36,Free delivery,,Earfun,0.027777777777777776,Budget
wireless earbuds,Jlab Go Air Sport True Wireless Earbuds,24.74,4.1,17000.0,Best Buy,37,Unknown,,Jlab,0.02702702702702703,Budget
wireless earbuds,Treblab X3 Pro True Wireless Earbuds,59.99,4.7,40.0,Treblab,38,Free delivery by Thu,,Treblab,0.02631578947368421,Budget
wireless earbuds,Jlab Jbuds Sport Anc 4 True Wireless Earbuds,59.99,4.5,6300.0,Jlab,39,Unknown,,Jlab,0.02564102564102564,Budget
wireless earbuds,Sony Wf-C710N Wireless Noise Canceling Earbuds,88.0,4.4,3200.0,Sweetwater,40,Free delivery by Wed,,Sony,0.025,Budget
bluetooth speaker,Jbl Go 4 Portable Bluetooth Speaker,39.99,4.8,21000.0,Best Buy,1,Unknown,,Jbl,1.0,Budget
bluetooth speaker,Soundcore Boom 2 Portable Bluetooth Speaker,89.99,4.8,55.0,Target,2,Free delivery by Thu,,Soundcore,0.5,Budget
bluetooth speaker,Ilive Tailgate Party Speaker,54.89,4.0,44.0,Home Depot,3,Free delivery by Tue,,Ilive,0.3333333333333333,Budget
bluetooth speaker,Sony Xb100 Portable Bluetooth Speaker,43.0,4.7,10000.0,Best Buy,4,Free delivery by Sun,,Sony,0.25,Budget
bluetooth speaker,Bose Soundlink Home Bluetooth Speaker,142.99,4.6,267.0,Costco.Com,5,Free delivery,,Bose,0.2,Budget
bluetooth speaker,Jbl Charge 6 Portable Waterproof Bluetooth Speaker,129.95,4.8,8800.0,Woot,6,Free delivery,,Jbl,0.16666666666666666,Budget
bluetooth speaker,Jbl Go 5 Portable Bluetooth Speaker,44.95,4.9,2200.0,Micro Center,7,Unknown,,Jbl,0.14285714285714285,Budget
bluetooth speaker,Onn Rugged Speaker With Led Lighting,34.88,4.4,1600.0,Walmart,8,Unknown,,Onn,0.125,Budget
bluetooth speaker,Jlab Go Party Portable Bluetooth Speaker,24.74,4.8,2200.0,Best Buy,9,Unknown,,Jlab,0.1111111111111111,Budget
bluetooth speaker,Rechargeable Battery Bluetooth Speaker,9.99,3.9,34.0,Target,10,Free delivery on $35+,,Rechargeable,0.1,Budget
bluetooth speaker,Jbl Grip Portable Bluetooth Speaker,79.95,4.5,979.0,Home Depot,11,Free delivery,,Jbl,0.09090909090909091,Budget
bluetooth speaker,Marshall Emberton Iii Portable Bluetooth Speaker,179.99,4.9,3000.0,Sweetwater,12,Free delivery by Wed,,Marshall,0.08333333333333333,Budget
bluetooth speaker,Anker Soundcore 2 Portable Bluetooth Speaker,29.99,4.5,93.0,Walmart - Ankerdirect,13,Unknown,,Anker,0.07692307692307693,Budget
bluetooth speaker,Jbl Clip 5 Portable Bluetooth Speaker,69.95,4.7,7300.0,Best Buy,14,Unknown,,Jbl,0.07142857142857142,Budget
bluetooth speaker,Ikea Kallsup Portable Bluetooth Speaker,9.99,4.5,386.0,Ikea,15,Unknown,,Ikea,0.06666666666666667,Budget
bluetooth speaker,"Befree Sound 15"" Bluetooth Portable Rechargeable Party Speaker",95.87,4.0,31.0,Home Depot,16,Free delivery,,Befree,0.0625,Budget
bluetooth speaker,Soundcore Boom 2 Plus Outdoor Bass Bluetooth Speaker,169.98,4.8,432.0,Soundcore Us,17,Free delivery,,Soundcore,0.058823529411764705,Budget
bluetooth speaker,Soundcore By Anker Select 4 Go Bluetooth Speaker,23.99,4.9,9000.0,Target,18,Free delivery on $35+,,Soundcore,0.05555555555555555,Budget
bluetooth speaker,Jbl Flip 7 Portable Waterproof Bluetooth Speaker,129.95,4.4,858.0,Best Buy,19,Unknown,,Jbl,0.05263157894736842,Budget
bluetooth speaker,Klipsch Gig Xxl Bluetooth Wireless Party Speaker,79.99,4.6,136.0,Walmart - Electronic Express,20,Free delivery,,Klipsch,0.05,Budget
bluetooth speaker,Tribit Stormbox Mini+ 12W Bluetooth Speaker,33.99,4.9,1100.0,Xtremeinn.Com,21,Unknown,,Tribit,0.047619047619047616,Budget
bluetooth speaker,Jbl Flip 6 Bluetooth Portable Waterproof Speaker,84.99,4.6,11000.0,"Newegg.Com - Simple Cell, Inc",22,Free delivery,,Jbl,0.045454545454545456,Budget
bluetooth speaker,Bose Soundlink Flex Portable Bluetooth Speaker,139.0,4.8,6100.0,Best Buy,23,Unknown,,Bose,0.043478260869565216,Budget
bluetooth speaker,Dpi Waterproof Bluetooth Speaker,14.99,3.3,227.0,Target,24,Free delivery on $35+,,Dpi,0.041666666666666664,Budget
bluetooth speaker,Jlab Pop Party Bluetooth Portable Speaker,24.99,4.7,823.0,Home Depot,25,Free delivery,,Jlab,0.04,Budget
bluetooth speaker,Altec Lansing Hydratrek Magnetic Bluetooth Speaker,19.99,4.4,90.0,Walmart,26,Unknown,,Altec,0.038461538461538464,Budget
bluetooth speaker,Beats Bluetooth Pill Portable Speaker Wireless,99.99,4.6,5100.0,Bj'S Wholesale Club,27,Free delivery,,Beats,0.037037037037037035,Budget
bluetooth speaker,Jbl Flip 7 Bluetooth Portable Waterproof Speaker,129.95,4.7,6500.0,Best Buy,28,Unknown,,Jbl,0.03571428571428571,Budget
bluetooth speaker,Marshall Acton Iii Bluetooth Speaker,299.99,4.8,3300.0,Belk,29,Free delivery,,Marshall,0.034482758620689655,Budget
bluetooth speaker,Soundcore Rave 3S Karaoke Party Speaker,299.99,4.9,170.0,Soundcore Us,30,Free delivery,,Soundcore,0.03333333333333333,Budget
bluetooth speaker,Ion Glow Tone Bluetooth Speaker,76.0,4.5,28.0,Walmart,31,Free delivery,,Ion,0.03225806451612903,Budget
bluetooth speaker,Jumbo Hifi Retro Vintage Wireless Stereo Speaker,39.99,3.5,2.0,Kohl'S,32,Unknown,,Jumbo,0.03125,Budget
bluetooth speaker,Ultimate Ears Megaboom 4 Bluetooth Speaker,215.99,4.7,512.0,Best Buy,33,Unknown,,Ultimate,0.030303030303030304,Budget
bluetooth speaker,House Of Marley Jammin Bluetooth Speaker,24.56,4.6,14.0,Home Depot,34,Free delivery,,House,0.029411764705882353,Budget
bluetooth speaker,Turtlebox Speaker Ranger,250.0,4.6,2900.0,Dick'S Sporting Goods,35,Unknown,,Turtlebox,0.02857142857142857,Budget
bluetooth speaker,Logitech Z207 Bluetooth,69.99,4.4,1400.0,Micro Center,36,Unknown,,Logitech,0.027777777777777776,Budget
bluetooth speaker,Oumilen Portable Bluetooth Speakers,16.29,,,Walmart,37,Unknown,,Oumilen,0.02702702702702703,Budget
bluetooth speaker,Edifier Es20 Bluetooth Portable Speaker,59.99,4.9,318.0,Best Buy,38,Free delivery,,Edifier,0.02631578947368421,Budget
bluetooth speaker,Jbl Partybox 330 Portable Party Speaker,629.95,4.9,199.0,Jbl.Com,39,Free delivery,,Jbl,0.02564102564102564,Budget
bluetooth speaker,"Pyle 5.25"" Portable Wireless Bluetooth Speaker",64.99,,,Macy'S,40,Free delivery by Thu,,Pyle,0.025,Budget
camera,Kodak Pixpro Fz55 Digital Camera,139.99,4.6,2700.0,B&H Photo-Video-Audio,1,Free delivery by Tue,,Kodak,1.0,Budget
camera,Canon Eos R6 Mark Ii Mirrorless Camera,1999.99,4.8,2400.0,Lowe'S,2,Free delivery by Wed,,Canon,0.5,Budget
camera,Sony Alpha A7 Iii Mirrorless 4K Video Camera,1029.0,4.7,5000.0,Mpb,3,Free delivery,,Sony,0.3333333333333333,Budget
camera,Canon Powershot G7 X Mark Iii Digital Camera,879.0,4.5,2500.0,Bedford Camera & Video,4,Free delivery,,Canon,0.25,Budget
camera,Nikon D7500 Dslr Camera,696.95,4.8,3500.0,Crutchfield,5,Free delivery by Tue,,Nikon,0.2,Budget
camera,Sony Alpha A6100 Mirrorless Digital Camera,948.0,4.9,243.0,Adorama,6,Free delivery by Tue,,Sony,0.16666666666666666,Budget
camera,Canon Powershot Elph 360 Hs A Digital Camera,379.99,4.6,206.0,Canon,7,Unknown,,Canon,0.14285714285714285,Budget
camera,Dji Osmo Pocket 3 Camera,399.0,4.8,1700.0,Glazer'S Camera,8,Unknown,,Dji,0.125,Budget
camera,Om Digital Solutions Om-1 Mark Ii Mirrorless Camera,1569.0,4.8,186.0,Mpb,9,Free delivery,,Om,0.1111111111111111,Budget
camera,Leica D-Lux 8 Digital Camera,1915.0,4.7,153.0,B&H Photo-Video-Audio,10,Free delivery by Tue,,Leica,0.1,Budget
camera,Fujifilm X-T5 Mirrorless Camera,2289.0,4.8,284.0,Walmart - Revel Commerce,11,Free delivery,,Fujifilm,0.09090909090909091,Budget
camera,Panasonic Lumix S5Ii Mirrorless Camera,1697.99,4.8,160.0,Shop Panasonic Usa,12,Free delivery,,Panasonic,0.08333333333333333,Budget
camera,Sony Alpha A6700 Mirrorless Camera With 18-135Mm Lens,1898.0,4.7,305.0,Best Buy,13,Unknown,,Sony,0.07692307692307693,Budget
camera,Canon Eos R50 Mirrorless Camera,729.0,4.8,2800.0,Macy'S,14,Free delivery by Thu,,Canon,0.07142857142857142,Budget
camera,Sony Alpha Zv-E10 Ii Mirrorless Camera,934.3,4.7,417.0,Excellentphoto.Ca,15,Unknown,,Sony,0.06666666666666667,Budget
camera,Camp Snap Pro Digital Camera,99.0,5.0,3.0,Glazer'S Camera,16,Unknown,,Camp,0.0625,Budget
camera,Nikon D5100 Digital Camera,107.0,4.6,226.0,Mpb,17,Free delivery,,Nikon,0.058823529411764705,Budget
camera,Kodak Pixpro C1 Digital Camera,99.99,4.4,397.0,B&H Photo-Video-Audio,18,Free delivery by Tue,,Kodak,0.05555555555555555,Budget
camera,Sony Alpha A6700 Mirrorless Camera,1598.0,4.8,27.0,Nelson Photo & Video,19,Free delivery,,Sony,0.05263157894736842,Budget
camera,Sony Alpha A6400 Mirrorless Camera,1098.0,4.7,1200.0,Best Buy,20,Unknown,,Sony,0.05,Budget
camera,Sony Alpha A7 V Mirrorless Camera,2898.0,4.9,179.0,Newegg.Com - Datavision,21,Free delivery,,Sony,0.047619047619047616,Budget
camera,Nikon Z50 Ii Mirrorless Camera,1396.95,4.7,204.0,Pictureline,22,Free delivery,,Nikon,0.045454545454545456,Budget
camera,Canon Eos R8 Mirrorless Camera With Rf 24-50Mm F4.5-6.3 Is Stm Lens,1395.0,4.7,446.0,Willoughby'S Photo Emporium,23,Free delivery by Thu,,Canon,0.043478260869565216,Budget
camera,Sony Alpha A7R Ii Mirrorless Digital Camera,759.0,4.7,1100.0,Mpb,24,Free delivery,,Sony,0.041666666666666664,Budget
camera,Yashica Tank Compact Digital Camera,99.99,4.6,37.0,K&M Camera,25,Free delivery,,Yashica,0.04,Budget
camera,Gopro Hero13 Black Action Camera Bundle,409.99,4.7,647.0,Best Buy,26,Free delivery by Sun,,Gopro,0.038461538461538464,Budget
camera,Panasonic Lumix G100D Mirrorless Camera,647.99,5.0,1.0,Shop Panasonic Usa,27,Free delivery,,Panasonic,0.037037037037037035,Budget
camera,Canon Eos R100 Mirrorless Camera With 18-45Mm And 55-210Mm Lens,799.0,4.7,191.0,District Camera,28,Free delivery,,Canon,0.03571428571428571,Budget
camera,Canon Powershot V10 Vlog Camera,323.19,4.5,280.0,Aden Camera,29,Unknown,,Canon,0.034482758620689655,Budget
camera,Dji Osmo Action 6 Adventure Camera Combo,536.99,4.7,54.0,Micro Center,30,Unknown,,Dji,0.03333333333333333,Budget
camera,Nikon Z5 Ii Mirrorless Camera With 24-50Mm F/4-6.3 Lens,1896.95,4.9,78.0,Walmart - Beach Camera,31,Free delivery,,Nikon,0.03225806451612903,Budget
camera,Canon Eos Rebel T7 Camera,529.99,4.7,8200.0,Canon,32,Unknown,,Canon,0.03125,Budget
camera,Fujifilm X-S20 Mirrorless Camera,1366.9,4.8,396.0,Excellentphoto.Ca,33,Unknown,,Fujifilm,0.030303030303030304,Budget
camera,Canon Eos R6 Mark Ii Mirrorless Camera With 24-105Mm F/4 L Is Usm Lens,2675.0,4.8,499.0,Quality Rated Products,34,Free delivery by Mon,,Canon,0.029411764705882353,Budget
camera,Canon Eos R6 Mark Iii Mirrorless Camera With Rf 24-105Mm F4-7.1 Is Stm Lens,3149.0,4.7,83.0,Best Buy,35,Free delivery by Sun,,Canon,0.02857142857142857,Budget
camera,Om System Om-5 Mark Ii Mirrorless Camera,1199.99,4.8,50.0,Adorama,36,Free delivery by Tue,,Om,0.027777777777777776,Budget
camera,Sony A7Cr Mirrorless Camera,2921.95,4.7,119.0,B&H Used Store,37,Free delivery by Mon,,Sony,0.02702702702702703,Budget
camera,Nikon Z8 Mirrorless Camera With 24-120Mm F/4 S Lens,4296.95,4.9,67.0,District Camera,38,Free delivery,,Nikon,0.02631578947368421,Budget
camera,Panasonic Lumix S9 Mirrorless Camera With 18-40Mm F Lens,1797.99,4.8,82.0,Walmart - Focus Camera,39,Free delivery,,Panasonic,0.02564102564102564,Budget
camera,Hasselblad 907X 50C Optics,4829.0,4.7,39.0,Mpb,40,Free delivery,,Hasselblad,0.025,Budget
